field_name,nonempty_records,likely_source,provenance_class,current_notebook_use
Unnamed: 1599,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1600,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1601,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1602,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1603,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1604,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1605,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1606,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1607,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1608,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1609,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1610,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1611,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1612,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1613,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1614,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1615,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1616,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1617,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1618,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1619,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1620,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1621,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1622,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1623,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1624,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1625,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1626,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1627,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1628,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1629,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1630,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1631,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1632,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1633,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1634,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1635,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1636,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1637,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1638,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1639,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1640,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1641,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1642,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1643,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1644,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1645,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1646,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1647,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1648,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1649,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1650,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1651,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1652,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1653,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1654,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1655,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1656,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1657,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1658,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1659,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1660,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1661,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1662,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1663,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
